id,n_esperado_personas,lugar
21392,24996,485 Holy Cross Avenue
21393,21411,90648 Melvin Street
21397,15577,9477 Commercial Way
21399,8900,67500 8th Alley
21400,10194,85364 Lyons Court
21403,7880,8710 Pond Place
21405,8802,6 Lakeland Park
21406,17710,851 Springview Park
21412,17641,34 Jay Parkway
21415,24662,843 Killdeer Hill
21416,24109,66609 Basil Way
21419,12212,8700 Kingsford Street
21420,10491,430 Crest Line Crossing
21421,16316,41 Eagle Crest Crossing
21422,21528,9223 Rowland Plaza
21423,19524,199 Bellgrove Place
21424,19723,03009 Birchwood Terrace
21425,9105,24 Cascade Hill
21426,21088,64401 Ramsey Park
21429,2031,24 Forest Dale Parkway
21431,20531,77 Talmadge Trail
21433,4097,9 Londonderry Pass
21436,5015,9004 Lakeland Street
21438,2075,3 Vahlen Lane
21439,12064,88149 Eagan Trail
21440,6219,092 Ilene Point
21441,12662,3 Bayside Point
21442,3987,20 Shelley Lane
21444,19,8710 Pond Place
21445,15065,677 Kenwood Lane
21449,15837,7929 American Crossing
21450,11502,58894 4th Pass
21454,1919,18 Bartelt Terrace
21455,9873,9069 Maywood Pass
21457,21100,9157 Union Center
21459,4367,30373 Prairie Rose Way
21460,5030,64 2nd Street
21462,6248,906 Melvin Street
21463,23848,7 Sycamore Junction
21464,7225,1399 Huxley Park
21465,21779,7764 Stang Avenue
21468,1593,792 Hagan Lane
21469,23644,41 Thackeray Avenue
21470,20896,90 Declaration Drive
21472,5881,77 Talmadge Trail
21475,24616,58233 Hoffman Pass
21476,5647,02156 Kensington Terrace
21477,10073,6234 Loftsgordon Pass
21478,1941,15 Dahle Pass
21479,3584,2 Ronald Regan Plaza
21480,13358,85 Katie Street
21482,14551,81884 Esker Drive
21483,3104,1730 Erie Plaza
21485,4934,7 Redwing Trail
21487,8758,3635 Maple Wood Avenue
21488,12442,06 Monument Lane
21489,12163,01 Maywood Parkway
21490,15495,43 Waxwing Pass
21492,23697,07 Southridge Center
21493,12394,41725 Anniversary Pass
21496,8374,16232 Debs Avenue
21497,24972,2001 Chive Lane
21498,5763,305 Golf Course Road
21503,5253,381 Meadow Ridge Street
21504,1897,0 Coleman Terrace
21506,24402,63 Shelley Lane
21507,19506,4378 Dapin Terrace
21508,21776,0214 Northridge Terrace
21509,20536,98 Anzinger Lane
21512,15323,6 Farragut Center
21514,10944,7407 Starling Way
21517,19004,45 Merry Court
21518,9807,7839 Anhalt Junction
21521,18082,5 Carioca Parkway
21524,12147,5715 Cottonwood Point
21526,4980,99833 Rusk Terrace
21527,19956,01 Maywood Parkway
21528,9738,75270 Moulton Plaza
21529,12779,0 Butterfield Trail
21535,11405,3294 Crescent Oaks Avenue
21538,23712,0 Carpenter Plaza
21541,22363,6 Debs Lane
21543,15560,10 Starling Alley
21544,183,2 Sunfield Way
21545,2645,7982 Mallory Point
21546,2111,993 Thierer Place
21548,24492,03068 Knutson Lane
21549,19799,3243 Brentwood Center
21550,3994,31 Anniversary Pass
21553,15037,90 Declaration Drive
21554,23826,3635 Maple Wood Avenue
21555,24733,90648 Melvin Street
21557,4238,290 Texas Lane
21558,15503,37248 Kipling Avenue
21564,2203,0 Melvin Junction
21565,23756,2 Badeau Court
21566,11704,1460 Gulseth Crossing
21568,750,8 Shoshone Road
21569,16103,1 Erie Junction
21570,10481,2 Drewry Hill
21571,9474,9 Doe Crossing Way
21574,4246,65 Reinke Lane
21576,3998,90648 Melvin Street
21579,20589,61262 Stuart Center
21587,4258,4740 Sutherland Parkway
21588,21236,09 Kingsford Lane
21589,9595,7 Myrtle Pass
21590,20993,4 Thompson Parkway
21591,16681,29 Granby Plaza
21592,22156,24 Cascade Hill
21593,9062,44 Maple Court
21594,11240,065 Gateway Plaza
21595,3145,61278 Banding Alley
21597,2282,65 La Follette Drive
21601,9149,9 Rigney Drive
21602,3101,9004 Lakeland Street
21606,4507,15442 Florence Place
21610,11677,48 Becker Way
21613,23825,0 Carpenter Plaza
21614,2078,40185 Reindahl Center
21616,2385,562 Bluejay Park
21618,24711,8314 Reindahl Point
21620,19124,41 Luster Drive
21624,15255,65 Algoma Hill
21625,14771,07406 Bunting Terrace
21628,1039,21 Forest Dale Lane
21629,2408,19200 Donald Terrace
21634,2389,99947 Banding Place
21635,14367,584 Burrows Terrace
21639,12451,22179 Mayfield Terrace
21640,11478,9 Rigney Drive
21641,3589,134 Green Ridge Lane
21643,14174,8 Orin Alley
21644,21904,1 Erie Junction
21645,12074,8 Butternut Center
21650,9462,90648 Melvin Street
21652,19850,48 7th Pass
21653,6034,4620 Meadow Ridge Road
21656,8958,7508 Esch Point
21659,19131,7362 Tennessee Crossing
21660,23985,09101 Columbus Road
21663,23723,96 Fremont Street
21665,3951,437 Amoth Place
21666,15579,8314 Reindahl Point
21667,10353,825 Manitowish Circle
21669,9616,0 Petterle Street
21670,3654,7 Stuart Junction
21677,24512,9925 Ludington Plaza
21678,15831,080 Stang Avenue
21679,11771,1 Northview Trail
21680,21247,858 Independence Crossing
21682,7628,58894 4th Pass
21683,3507,014 Vidon Court
21687,10895,0745 Straubel Circle
21688,416,90 Farragut Circle
21689,14393,94 Novick Crossing
21690,21889,0 Surrey Terrace
21691,13068,9051 Rockefeller Way
21696,7565,1 Summit Terrace
21702,7532,9588 Tomscot Terrace
21707,17680,9124 Moulton Hill
21710,11490,755 Carpenter Alley
21712,746,825 Manitowish Circle
21717,14015,374 Drewry Place
21719,9982,3432 Arizona Hill
21720,12176,99947 Banding Place
21721,20635,7982 Mallory Point
21722,1502,12566 Stang Place
21724,22200,485 Lighthouse Bay Road
21725,16268,3 Sunfield Plaza
21726,20414,481 Susan Court
21727,3250,44 Maple Court
21728,23787,6 Grover Terrace
21729,21769,1 Hermina Crossing
21731,6255,9 Waxwing Parkway
21732,4788,820 Forster Avenue
21733,656,96 West Trail
21737,20552,7508 Esch Point
21738,12605,36055 Hintze Park
21739,612,7982 Mallory Point
21741,8192,6358 Caliangt Court
21742,4712,7407 Starling Way
21745,22518,7 Elgar Road
21747,15003,01744 Granby Alley
21748,18396,18251 Bayside Junction
21751,23066,66 Oneill Way
21754,12414,9124 Moulton Hill
21755,1641,085 5th Point
21756,21282,161 Parkside Circle
21757,19213,1833 Acker Park
21758,854,2 Pine View Court
21759,18384,7 Mitchell Court
21760,18208,69317 Cottonwood Parkway
21766,24868,31 Anniversary Pass
21767,15509,58894 4th Pass
21769,17845,53 Buhler Road
21770,4456,81407 Shopko Court
21771,20786,7 Schmedeman Trail
21773,20355,4 Fuller Court
21774,5984,30383 Onsgard Pass
21776,13041,36 Commercial Lane
21777,1299,4 Northview Street
21778,4702,5 Sauthoff Road
21784,3087,119 Kennedy Street
21785,7564,418 Columbus Plaza
21786,19641,72 Delladonna Hill
21787,23116,240 Doe Crossing Hill
21788,3192,085 5th Point
21790,15031,19 Mallory Crossing
21791,1141,93 Hoepker Drive
21792,5734,30 Elka Park
21793,17809,12997 Esch Alley
21794,4871,4098 Southridge Plaza
21795,17183,72 Anthes Road
21797,18367,4 Oakridge Crossing
21801,9444,7405 Towne Trail
21803,7800,5572 Sloan Terrace
21804,5547,580 Eggendart Crossing
21805,2318,243 Lawn Crossing
21806,6267,8 Dottie Alley
21807,14642,0 Prentice Lane
21810,20088,24328 Everett Center
21812,2202,19 Troy Alley
21818,7885,67220 Sutherland Terrace
21824,12498,28683 Colorado Plaza
21826,14514,0394 Pawling Park
21831,22022,09101 Columbus Road
21832,6478,81407 Shopko Court
21834,390,6840 Lotheville Avenue
21837,12900,034 Everett Hill
21838,14105,06500 Browning Terrace
21840,10660,0396 Morning Lane
21841,4437,67220 Sutherland Terrace
21844,18890,7 Gulseth Place
21846,12231,50 Truax Crossing
21847,11576,9166 Corscot Parkway
21851,13379,8 Toban Drive
21852,6631,69 Miller Road
21855,1773,973 Continental Junction
21856,15956,25235 Boyd Way
21857,21422,714 Shasta Point
21860,917,44 Swallow Center
21862,10814,47441 Center Terrace
21864,3958,249 Rowland Avenue
21866,10582,1833 Acker Park
21867,20753,10013 Vahlen Point
21868,2880,2 Trailsway Point
21869,17305,48 Waywood Terrace
21871,17809,28683 Colorado Plaza
21873,11254,2 Westend Avenue
21878,21293,249 Barnett Road
21879,13948,1015 Bluejay Street
21880,10450,0 Melvin Junction
21881,24807,6462 Washington Circle
21883,272,2 Loomis Place
21884,8100,75 Sutteridge Center
21885,11868,23 Valley Edge Avenue
21886,4850,0 Alpine Avenue
21887,4951,3 Continental Avenue
21888,14890,4176 Jay Way
21891,19729,954 Eastlawn Trail
21892,19311,806 Coleman Way
21894,13873,0 Hollow Ridge Crossing
21897,13053,2 Tony Plaza
21901,1618,283 Eagle Crest Avenue
21902,4264,7405 Towne Trail
21903,8691,344 Victoria Place
21904,18277,44 Grim Plaza
21906,5544,9 Eggendart Street
21908,8594,848 Tennyson Drive
21909,232,42 Debs Lane
21911,11431,55 Declaration Alley
21913,625,0 Surrey Terrace
21914,15431,11148 Daystar Pass
21915,14979,141 Upham Hill
21916,4512,36 Northwestern Crossing
21918,4925,14 Boyd Place
21919,21645,45332 Old Shore Place
21921,16559,7 Village Green Parkway
21922,10697,21 Forest Dale Lane
21925,8998,119 Kennedy Street
21927,11289,26 Portage Hill
21929,760,89 Chinook Street
21930,2170,10 New Castle Park
21934,23186,95 Portage Alley
21940,15424,4510 Morningstar Plaza
21942,15050,6 Evergreen Terrace
21943,9802,10930 Monument Crossing
21945,7468,22179 Mayfield Terrace
21946,1480,7405 Towne Trail
21948,18577,2 Loomis Place
21951,1166,93 Hoepker Drive
21952,5334,99904 Coolidge Trail
21956,24852,4604 Annamark Street
21958,16,9 Waubesa Place
21959,3002,58 Declaration Lane
21960,13048,89 Dennis Junction
21961,13204,54 Namekagon Alley
21964,8652,9 Maple Wood Court
21965,17548,29 Northfield Street
21967,2241,935 Lawn Drive
21968,8208,8475 Express Circle
21970,3697,28683 Colorado Plaza
21971,10760,19 Aberg Parkway
21974,19985,09 Kingsford Lane
21975,3133,0274 Carioca Court
21976,4314,7 Sycamore Junction
21977,13355,055 Roxbury Terrace
21978,350,22179 Mayfield Terrace
21979,13509,0 Petterle Street
21980,3279,6 Stuart Pass
21981,19550,27 Emmet Drive
21983,12010,1 Goodland Way
21986,8443,88881 Blaine Way
21991,18424,72 Reindahl Alley
21992,23046,374 Drewry Place
21993,14611,11148 Daystar Pass
21994,20898,84 Onsgard Way
21997,15927,613 Evergreen Road
21999,16317,290 Texas Lane
22004,6660,1 Hermina Crossing
22008,20653,4 Larry Circle
22010,14268,8804 Montana Way
22011,10936,98 Anzinger Lane
22013,1586,99018 Veith Drive
22014,6214,77 Talmadge Trail
22015,2833,37885 Summit Pass
22017,2500,9 Moose Way
22018,23106,64 2nd Street
22019,6944,8314 Reindahl Point
22021,3986,8 Pearson Hill
22022,6488,040 Huxley Trail
22023,15232,714 Shasta Point
22024,19340,9069 Maywood Pass
22025,8990,437 Amoth Place
22026,22221,9588 Tomscot Terrace
22028,15550,7 Sachtjen Place
22032,13224,20265 Ridgeview Plaza
22036,17298,750 Waubesa Alley
22038,3838,373 Summerview Avenue
22040,12838,869 Springview Drive
22042,1191,99947 Banding Place
22044,12888,76601 Pleasure Terrace
22048,22610,4 Northview Street
22049,20613,1441 Fuller Park
22051,9889,982 Anhalt Park
22054,4652,0 Anzinger Lane
22059,464,4 New Castle Lane
22060,9838,0 Logan Plaza
22061,2385,485 Holy Cross Avenue
22063,5397,176 Debs Street
22065,13511,7532 3rd Way
22066,9158,1441 Fuller Park
22067,16563,96 Farragut Circle
22069,24022,72 Delladonna Hill
22072,6988,23 Buena Vista Place
22076,12122,865 Stephen Hill
22077,22955,744 Truax Plaza
22078,23726,0 Alpine Avenue
22079,24006,960 Boyd Place
22082,21511,4604 Annamark Street
22084,12412,2938 Algoma Pass
22087,12793,41725 Anniversary Pass
22089,19568,268 Badeau Road
22090,20081,64 2nd Street
22092,17559,1 Fulton Way
22096,2694,463 Garrison Terrace
22102,11565,659 Cordelia Court
22104,21477,30 Elka Park
22105,15382,23 Buena Vista Place
22106,9809,9069 Maywood Pass
22107,23155,61074 Memorial Alley
22108,1025,477 Crest Line Center
22109,5692,81407 Shopko Court
22112,16358,538 Eastwood Terrace
22113,18035,366 Hermina Point
22116,14232,98044 Hooker Circle
22119,14278,9 Eggendart Center
22122,10422,99833 Rusk Terrace
22123,24021,1954 Moulton Terrace
22124,26,67500 8th Alley
22125,16444,1 Forster Street
22126,19068,9 Oakridge Park
22128,9264,93 Marquette Circle
22129,10698,42 Debs Lane
22130,18190,36 New Castle Park
22132,5782,06 Monument Lane
22133,1273,99249 Sycamore Terrace
22135,6240,3635 Maple Wood Avenue
22137,21155,99 Maywood Center
22140,18698,139 Gale Alley
22143,11133,28683 Colorado Plaza
22145,15611,9 Londonderry Pass
22147,17989,22 Lawn Crossing
22151,23615,4573 Russell Lane
22152,97,0 Coleman Terrace
22155,2327,77661 International Center
22156,20930,7 Vahlen Parkway
22158,6599,4 Glendale Court
22160,13021,893 Merrick Point
22161,14827,923 Lyons Place
22163,17725,2814 Stone Corner Avenue
22164,3949,65 Forest Dale Crossing
22165,20234,7915 Basil Hill
22166,7514,28 Algoma Road
22167,14595,5 West Terrace
22170,9713,2 Ronald Regan Plaza
22171,6656,366 Straubel Crossing
22176,15599,90 Declaration Drive
22177,6122,21 Forest Dale Lane
22178,611,3 Canary Circle
22180,10313,5 Washington Point
22182,4113,1217 Melby Road
22184,8159,013 Brickson Park Avenue
22185,14807,7839 Anhalt Junction
22186,23304,0214 Northridge Terrace
22187,18989,4 Northview Street
22188,526,18251 Bayside Junction
22189,962,12 Darwin Alley
22190,3985,9 Goodland Center
22192,11069,37 Algoma Trail
22195,16184,5748 Pankratz Place
22196,12584,55 American Lane
22200,3331,6840 Lotheville Avenue
22202,13695,4069 Pepper Wood Street
22207,2157,753 Springs Avenue
22214,22661,4 Jana Park
22216,20913,23579 Mallory Point
22217,4992,28683 Colorado Plaza
22218,11148,1 Eagle Crest Avenue
22219,24889,8529 Artisan Point
22223,24289,18251 Bayside Junction
22224,4429,584 Burrows Terrace
22225,19977,5 Fuller Way
22226,24097,6 Browning Court
22227,6614,61278 Banding Alley
22228,20735,0 Maple Wood Drive
22230,21983,22 Lawn Crossing
22231,22706,7 Northview Court
22232,11230,8804 Montana Way
22234,3685,29 Carioca Terrace
22238,21587,7 Schmedeman Trail
22241,1171,0 Logan Plaza
22242,11087,1 Hermina Crossing
22243,13053,2 Ronald Regan Plaza
22245,7617,79764 Warbler Park
22246,17084,52332 John Wall Place
22248,18473,1015 Bluejay Street
22250,12835,483 Schlimgen Avenue
22251,19380,7 Gulseth Place
22252,11960,6 Iowa Trail
22253,3220,16 Waubesa Street
22254,18050,4 Vera Road
22255,22082,94 Jenifer Park
22257,7565,7384 Memorial Terrace
22258,16425,23 Troy Way
22261,11088,6840 Lotheville Avenue
22264,17140,4227 Chinook Alley
22265,11392,11 Beilfuss Alley
22266,2744,03009 Birchwood Terrace
22267,13435,4 Everett Avenue
22268,18562,66609 Basil Way
22270,13319,2138 Kingsford Junction
22271,182,07 Southridge Center
22272,20305,2 Union Lane
22273,21255,77 Claremont Terrace
22276,14696,5308 Rutledge Crossing
22278,7471,22 Hollow Ridge Crossing
22282,19675,0 Surrey Terrace
22286,8104,69 Killdeer Way
22292,24078,825 Manitowish Circle
22293,21862,1998 Hayes Point
22296,394,72 Kedzie Avenue
22297,8166,893 Merrick Point
22298,7904,9585 Hudson Parkway
22299,1088,384 International Hill
22301,700,23 Buena Vista Place
22302,13211,469 Wayridge Point
22303,8711,7255 Swallow Road
22304,1373,1 Sachtjen Park
22307,4545,71 Forest Run Plaza
22310,12157,2938 Algoma Pass
22312,6943,1730 Erie Plaza
22313,8253,5715 Cottonwood Point
22317,2358,6 Shopko Circle
22318,9117,6 Browning Court
22321,15627,1015 Bluejay Street
22323,14903,50427 Lotheville Pass
22324,19280,8142 Erie Avenue
22325,18405,8 Shoshone Road
22329,22512,1 Meadow Vale Lane
22330,8825,61278 Banding Alley
22331,24761,41 Mayer Place
22332,15179,57710 Utah Crossing
22336,9789,90546 Coolidge Trail
22337,20174,19200 Donald Terrace
22339,21736,085 5th Point
22341,19362,77 Claremont Terrace
22342,5111,080 Stang Avenue
22344,8804,8848 Reinke Pass
22347,15740,082 Stang Alley
22348,5236,8454 Browning Avenue
22349,19014,3635 Maple Wood Avenue
22350,11636,677 Kenwood Lane
22351,3120,00286 Farragut Pass
22355,24054,973 Continental Junction
22358,10974,8 Gale Plaza
22359,24663,579 Debs Place
22360,22162,9 Pawling Plaza
22362,20924,486 Bellgrove Hill
22363,11823,5 Annamark Crossing
22366,12118,1441 Fuller Park
22367,23814,7 Esch Hill
22371,19052,53 Kensington Alley
22372,488,93572 Crest Line Court
22373,23829,9 Forest Run Terrace
22374,425,65 Algoma Hill
22376,5758,966 Warrior Alley
22377,8658,98020 Havey Avenue
22378,22442,569 Dakota Junction
22379,8308,3 Porter Avenue
22380,1145,426 Norway Maple Lane
22382,2461,10 Starling Alley
22386,10122,370 Memorial Way
22390,21310,0 Maple Wood Drive
22391,8688,2 Union Lane
22394,14274,1617 Springs Terrace
22399,16661,233 Superior Lane
22402,10941,22 Lawn Crossing
22404,2655,4370 Old Shore Circle
22409,6727,144 Tomscot Alley
22410,3363,64401 Ramsey Park
22412,7849,7 Village Green Parkway
22413,13289,481 Susan Court
22415,12344,24 Cascade Hill
22417,17192,2938 Forest Road
22418,9701,7 Ryan Junction
22419,23624,1998 Hayes Point
22420,14020,37248 Kipling Avenue
22422,10916,9907 Norway Maple Road
22424,15051,935 Lawn Drive
22425,2698,7 Ramsey Road
22426,18698,87002 Cascade Way
22428,21824,79457 Aberg Court
22432,3712,7728 Sauthoff Parkway
22434,5571,3 Ludington Way
22435,6395,41 Thackeray Avenue
22436,19052,374 Drewry Place
22439,3842,043 Eliot Lane
22442,8868,44 Elka Junction
22444,19521,520 Hanson Plaza
22447,9684,61262 Stuart Center
22448,17803,0 Ludington Point
22449,24498,144 Tomscot Alley
22453,8281,67500 8th Alley
22454,24411,42 Old Gate Hill
22455,11672,8934 Kim Avenue
22456,1922,04618 Northridge Hill
22457,4440,9100 Morning Plaza
22464,692,11 Beilfuss Alley
22467,18030,98 Fieldstone Crossing
22469,23825,9477 Commercial Way
22475,619,463 Garrison Terrace
22483,14025,984 Spaight Avenue
22484,8457,0593 Stoughton Plaza
22485,22110,852 Continental Park
22489,24325,753 Springs Avenue
22490,1876,36 Northwestern Crossing
22493,8237,25 Waubesa Place
22494,19706,464 Meadow Ridge Lane
22497,3969,96 Farragut Circle
22498,7546,7823 Charing Cross Center
22499,8449,659 Cordelia Court
22501,2890,94393 Stuart Road
22502,6215,6 Jay Junction
22503,21770,58263 John Wall Center
22505,1815,7 Ramsey Road
22506,17650,4510 Morningstar Plaza
22507,17510,77 Talmadge Trail
22509,5979,9585 Hudson Parkway
22511,17653,7362 Tennessee Crossing
22514,11571,317 Spohn Park
22515,10342,48 Upham Drive
22516,0,89 Chinook Street
22517,3380,9588 Tomscot Terrace
22518,2224,3 Mallard Alley
22522,20622,19 Aberg Parkway
22524,3872,6 Farragut Center
22529,22824,93136 Calypso Lane
22530,21252,09 Kingsford Lane
22531,20312,8 Toban Drive
22539,15990,8 Northport Crossing
22541,24590,65 Forest Dale Crossing
22543,16043,0 Union Place
22544,6193,014 Vidon Court
22545,8300,56 Florence Avenue
22546,21735,562 Bluejay Park
22547,1743,03009 Birchwood Terrace
22549,1065,98044 Hooker Circle
22550,2634,7468 Bultman Park
22552,2687,90 Farragut Circle
22554,4028,0 Coleman Terrace
22556,23319,421 Buhler Hill
22559,6288,5 Cherokee Pass
22561,6307,9 Pawling Plaza
22562,19183,65 Corry Center
22564,8118,9 Eggendart Center
22565,4129,528 Bunker Hill Crossing
22566,13963,4466 Morningstar Way
22567,15905,3782 Corry Street
22568,10568,9 Granby Junction
22570,15914,3 Bayside Point
22571,20212,4456 Banding Drive
22577,7574,0 Carpenter Plaza
22582,7583,03068 Knutson Lane
22584,9465,7 Esch Hill
22585,22414,85364 Lyons Court
22587,21824,77834 Arapahoe Street
22588,13763,9 Maple Wood Court
22591,12886,0394 Pawling Park
22593,8501,37 Algoma Trail
22597,8324,7886 Dryden Lane
22598,21584,085 5th Point
22599,17054,4122 Loomis Plaza
22601,10388,64 2nd Street
22603,9319,9051 Rockefeller Way
22605,17800,11 Beilfuss Alley
22607,23345,5 West Terrace
22610,1696,56 Arkansas Lane
22612,18762,9456 Northwestern Terrace
22613,17685,5 Annamark Crossing
22614,11251,4510 Morningstar Plaza
22618,24665,3432 Arizona Hill
22619,8059,40413 Vahlen Road
22620,4907,092 Ilene Point
22623,20157,22179 Mayfield Terrace
22624,5101,0 Dorton Avenue
22626,1005,55 Comanche Lane
22628,21685,97 Sunbrook Center
22629,23315,004 Straubel Plaza
22631,14260,4122 Loomis Plaza
22635,3528,982 Anhalt Park
22636,13964,144 Tomscot Alley
22637,23651,19 Aberg Parkway
22639,16629,4227 Chinook Alley
22644,13127,970 Marquette Court
22645,10886,37 Algoma Trail
22648,3584,83384 Carberry Center
22649,5679,1 Eagle Crest Avenue
22653,2188,6271 Golf View Center
22655,17995,71 Meadow Valley Center
22661,23281,7255 Swallow Road
22663,3026,3 Fairfield Terrace
22664,7706,66 Sherman Hill
22666,12570,43 Hauk Center
22668,9859,26 Portage Hill
22671,2928,88149 Eagan Trail
22672,3730,88881 Blaine Way
22673,4072,39649 Maple Circle
22674,19292,7728 Sauthoff Parkway
22679,3912,6568 Carpenter Park
22683,2079,41 Mayer Place
22684,20152,1 Sachtjen Park
22689,13171,65 Havey Drive
22690,16066,14 Boyd Place
22692,14287,1833 Acker Park
22694,20537,37 Algoma Trail
22695,7550,579 Debs Place
22696,9994,5 Carioca Parkway
22697,3328,4370 Old Shore Circle
22704,14922,57 Summit Street
22705,8379,9051 Rockefeller Way
22706,15315,9 Anzinger Street
22707,22043,04048 Hayes Park
22709,7273,45332 Old Shore Place
22712,57,278 Nevada Trail
22713,24738,76421 Red Cloud Drive
22714,23379,07634 Dawn Court
22715,21393,02 Algoma Trail
22717,3750,8697 Browning Court
22719,22048,48 Waywood Terrace
22721,6639,9789 Evergreen Park
22722,21089,176 Debs Street
22723,12014,9585 Hudson Parkway
22726,13793,7 Gulseth Place
22730,17754,951 Reinke Road
22731,12384,98 Anzinger Lane
22734,135,562 Bluejay Park
22735,12943,28683 Colorado Plaza
22737,1638,34 Jay Parkway
22740,16516,880 Caliangt Hill
22742,10677,4456 Banding Drive
22743,5202,7 Northland Lane
22745,19708,43567 Arrowood Drive
22746,8412,8810 Summer Ridge Junction
22747,16273,64401 Ramsey Park
22751,17559,19 Aberg Parkway
22752,19965,22451 Mifflin Hill
22754,8731,05 Autumn Leaf Crossing
22755,13708,1 Logan Trail
22756,17063,065 Gateway Plaza
22757,24741,659 Cordelia Court
22758,12063,27 Emmet Drive
22759,9736,0687 Kennedy Place
22763,9759,3 Badeau Road
22767,7166,1 Erie Junction
22768,915,93646 Del Sol Circle
22769,3263,8 Emmet Terrace
22770,1801,65274 Little Fleur Street
22771,7108,0 Prentice Lane
22775,15562,5 Washington Point
22776,9998,68 Nobel Hill
22777,14039,52332 John Wall Place
22778,512,36 Goodland Crossing
22779,8368,06500 Browning Terrace
22781,6782,58 Darwin Street
22782,4035,4 Moland Center
22783,15007,2 Ronald Regan Plaza
22785,8811,08 Morningstar Drive
22787,1888,014 Vidon Court
22788,13488,8475 Express Circle
22790,7853,1 Fulton Way
22791,15574,0 Emmet Point
22793,12315,9 Anzinger Street
22794,16660,56 Florence Avenue
22796,1196,2362 Logan Court
22797,8923,0550 Maple Wood Hill
22798,15905,1 Logan Trail
22801,12442,3688 6th Terrace
22802,3279,7886 Dryden Lane
22803,19829,2678 Quincy Junction
22804,9420,305 Golf Course Road
22806,7302,55 American Lane
22808,432,75622 Merrick Terrace
22810,22827,48 Becker Way
22811,24665,384 International Hill
22814,11822,86971 Mendota Avenue
22815,7991,758 Anzinger Park
22816,15039,569 Dakota Junction
22819,17699,69 Killdeer Way
22820,20606,31 Ridgeview Place
22822,2383,9445 Hovde Terrace
22823,5465,1 Summit Terrace
22826,8793,1 Dexter Way
22828,7263,750 Waubesa Alley
22830,17855,11526 Huxley Court
22831,11081,4 Clove Lane
22832,75,586 Sunbrook Point
22833,21442,83384 Carberry Center
22834,20411,7 Mcguire Terrace
22839,22644,9 Anhalt Circle
22841,19057,0 Maple Wood Drive
22842,2994,03009 Birchwood Terrace
22844,7671,65 Reinke Lane
22845,1652,621 School Center
22846,9210,586 Sunbrook Point
22847,4800,9286 Fair Oaks Plaza
22848,1508,78749 Northwestern Center
22849,4016,9508 Golden Leaf Park
22852,10978,5308 Rutledge Crossing
22853,1709,22 Lawn Crossing
22855,13259,58894 4th Pass
22857,24994,19 Aberg Parkway
22859,10507,9 Forest Hill
22860,10426,30163 Monument Trail
22861,22043,2046 Fulton Pass
22862,8413,0 Luster Lane
22864,2617,37885 Summit Pass
22865,24360,893 Merrick Point
22867,2065,06 Arapahoe Street
22869,20045,72 Reindahl Alley
22871,21313,7823 Charing Cross Center
22872,22332,30 Elka Park
22874,15261,92 Green Drive
22876,6520,4 Elgar Way
22878,8135,41 Eagle Crest Crossing
22879,665,96 Stone Corner Avenue
22880,10997,2035 Sommers Avenue
22882,21911,865 Jay Lane
22884,17850,0 Blackbird Way
22885,20525,3 Mallard Alley
22886,11597,14 Northwestern Terrace
22890,13691,43 Morrow Plaza
22895,3020,0 Nancy Parkway
22896,1896,23 Valley Edge Avenue
22898,17638,5581 Farwell Hill
22899,21600,0 Surrey Terrace
22901,19338,6 Debs Lane
22902,9867,06 Nevada Hill
22903,2454,082 Stang Alley
22904,19449,483 Schlimgen Avenue
22906,23952,30373 Prairie Rose Way
22907,7353,07 Carioca Street
22911,17886,1217 Melby Road
22916,23887,0 Logan Plaza
22917,12024,8848 Reinke Pass
22920,11638,26 Portage Hill
22921,11538,4 Crescent Oaks Court
22923,19393,3 Ludington Way
22928,24283,50 Susan Drive
22929,918,63 Shelley Lane
22930,18699,13 Prairieview Circle
22931,6413,7 Gulseth Place
22935,6799,9 Doe Crossing Way
22938,21210,2 Badeau Court
22939,20924,23 Valley Edge Avenue
22941,17654,72 Delladonna Hill
22942,18630,7 Longview Junction
22943,1137,3 Sunfield Plaza
22945,465,72952 Porter Point
22950,406,3 Colorado Point
22951,3064,065 Gateway Plaza
22952,10288,1712 Granby Avenue
22955,6019,0437 Farmco Parkway
22958,21261,233 Superior Lane
22961,5535,71 Forest Run Plaza
22966,12141,8697 Browning Court
22968,24253,1833 Acker Park
22969,3867,93 Hoepker Drive
22970,11441,8557 Derek Place
22972,9621,6358 Caliangt Court
22975,21253,8 Montana Junction
22976,13207,9806 Hoffman Street
22978,1543,233 Southridge Trail
22980,11302,32162 Daystar Park
22983,21943,013 Brickson Park Avenue
22984,10680,19 Mallory Crossing
22985,16472,7817 Erie Junction
22987,21598,243 Lawn Crossing
22991,5129,445 Moose Road
22993,18155,54 Sachs Drive
22996,7411,13 Prairieview Circle
22997,22329,367 Hoard Park
22998,12679,69 Homewood Street
23000,11391,080 Stang Avenue
23001,7213,4573 Russell Lane
23002,12249,94 Jenifer Park
23003,8818,18 Bartelt Terrace
23004,18137,8 Toban Drive
23006,5334,51734 Blaine Hill
23007,23985,5548 Montana Circle
23008,18506,75270 Moulton Plaza
23012,4085,6213 Portage Road
23014,7207,2 Mitchell Point
23015,12652,29114 Vera Court
23016,12507,9 Forest Hill
23018,5300,8 Tony Pass
23020,20647,463 Garrison Terrace
23021,1897,29 Carioca Terrace
23022,13896,58181 Dexter Alley
23023,3264,9 Jenna Drive
23024,1335,55 Comanche Lane
