número,fecha_dictamen
81907-18194-GN,2008-10-31
75205-10246-LN,2004-08-02
45554-32462-BJ,1995-08-29
81989-90752-EK,2019-02-14
76909-25726-GN,2018-07-16
19789-84889-GN,2017-07-04
60881-61604-BE,2014-01-11
46402-14147-IL,1985-11-07
45036-23713-NO,2019-03-12
22362-43434-JA,2019-08-28
99019-68487-BO,2019-04-18
70243-66854-EN,2011-03-17
13724-70158-GD,1997-03-24
6852-11642-EL,2008-03-06
48349-64333-EO,2007-05-06
74544-77952-JD,2018-11-19
97918-67564-IB,2011-12-20
56314-17077-KN,2008-08-15
92051-43284-IM,2019-02-25
24364-23699-HA,1993-04-12
80497-86667-EB,1984-12-21
97965-90591-BH,2019-01-23
83370-83026-ML,1990-03-12
23006-75673-AB,2003-04-14
3260-79780-HB,2019-07-18
37216-48649-EL,1983-04-13
16671-55014-NO,2014-11-03
14143-65614-IG,2003-07-08
44657-76806-BL,2018-04-12
46107-63264-OM,2017-08-21
89301-66511-FN,2005-06-27
90236-73863-FM,2016-11-08
28851-32119-LH,2018-01-20
56381-26147-BL,2001-07-31
58623-12466-JB,2004-08-10
81911-18120-HK,2014-09-11
97971-49930-DG,2013-06-30
30393-61148-FE,2004-07-26
65965-32685-LJ,2002-01-30
72487-41572-HG,1993-04-09
1785-70234-GL,1996-11-01
5761-99494-EB,2014-11-24
58339-91822-DE,1994-10-02
20370-95803-MJ,2008-08-29
94175-9460-LF,2014-10-21
14506-42639-EB,2005-11-28
19099-8958-AD,2003-10-12
90070-14076-DO,2019-02-02
31296-94255-NB,2000-03-14
71025-73786-BI,2018-06-02
47742-43902-JN,2011-02-03
3270-65524-OG,2007-05-20
89437-529-IN,1997-09-15
75801-77947-NE,2006-12-04
48647-15964-FD,2009-08-24
11179-99616-GO,1990-08-19
63910-90489-GB,2018-04-14
64914-42202-KF,2011-03-31
84047-86164-BD,2012-08-23
81993-38972-JD,2014-12-15
54912-33808-KE,1999-11-18
96206-55343-MB,2007-08-06
276-52620-AB,2010-07-22
4809-92248-OB,2019-02-06
39187-92594-BI,2016-10-30
18632-71016-MN,2001-08-04
26020-12440-BM,2017-12-04
57932-15686-DB,2019-07-31
84747-68655-LG,1982-02-21
84915-28329-DI,2015-11-15
3437-75076-FK,2018-09-21
71365-66601-MA,2019-06-11
21382-21992-BB,1987-02-06
88310-98961-FO,2002-03-29
53356-34413-IE,2018-08-07
30548-20577-BI,2018-06-14
74259-54136-BA,2002-01-10
40624-47936-DE,1999-07-10
63431-12287-LF,2001-01-21
1603-45843-HN,1981-07-14
8615-20155-NK,2019-08-16
44221-24593-GE,2003-06-17
5027-69994-FB,2018-12-21
44006-6384-FL,2018-06-22
79252-78136-BM,2018-10-05
36470-81937-OF,2016-04-29
95247-39832-BA,1998-06-02
822-80605-GG,1993-05-04
94101-2934-DN,2019-06-29
18016-13639-IE,2018-08-23
18048-52288-IO,2004-01-23
10155-64144-MG,2003-01-28
48372-42783-FB,1987-08-08
41202-29043-OH,1990-02-01
7170-60420-NK,2006-08-01
7344-30083-HO,1999-05-12
6803-52800-JK,1988-03-26
87903-4102-KO,2014-12-11
77083-21732-BK,2002-09-20
83170-53573-IG,2014-11-24
84191-65073-GO,2007-12-25
8625-36705-HE,2002-05-06
79029-71813-KK,2018-02-27
55406-85608-FD,1992-03-23
77046-41857-KA,2013-03-24
66835-98645-OH,2017-01-20
18021-41005-DN,2014-04-14
97491-15206-GG,2010-06-03
92415-38609-JB,1991-08-06
31676-58955-AF,2019-02-08
40161-24485-BL,2008-06-22
11171-42676-FE,2003-06-03
54475-32820-LD,2007-09-05
33829-45879-MN,2019-01-14
38009-73465-BL,2011-09-04
55638-45155-IN,2017-03-20
42763-18578-LG,2018-10-12
35210-94604-AL,2018-02-18
20336-17496-LL,2019-02-12
75780-91350-HE,2018-09-03
61909-30505-NH,2018-02-08
16976-87231-MO,2019-01-26
37929-74943-LN,2004-06-12
11874-55175-BG,2017-11-19
99304-91350-KO,2014-12-15
21181-2000-GD,2019-07-02
63110-99298-II,2019-02-20
46986-89891-JL,2005-06-12
51787-53443-AO,2019-03-16
89283-14191-IG,2018-04-22
30109-75127-FK,2017-04-10
53935-4442-BK,2019-07-10
28487-45496-KA,2011-07-16
89894-72564-BH,2019-05-18
36703-83288-DD,2018-07-20
17240-31780-HI,2019-01-27
27905-92616-IB,2001-10-25
74062-83951-JO,1984-05-30
1784-46535-AD,2008-03-12
2714-16584-LM,1995-11-08
9144-98375-JE,2010-07-10
94203-12947-LH,2000-03-10
32552-57067-BF,2007-03-16
21820-50488-BK,1975-11-17
65256-92337-MM,2006-07-25
29728-15804-FF,2017-04-19
1196-15937-DA,2008-12-19
40404-92980-KM,2013-01-24
18330-7715-HF,2018-10-01
80920-96398-AL,1989-02-06
79886-44469-IB,2006-09-08
17103-89239-FF,2019-04-05
68837-87281-NK,2017-07-13
86212-97585-BJ,2018-10-17
19745-31464-KD,1997-11-05
83107-40616-MM,2007-10-02
84388-27532-JI,2009-09-28
23577-77131-ED,2019-02-17
92251-84650-EJ,2013-08-18
25524-24455-AD,1988-01-18
69308-72486-OB,2007-11-30
7280-43247-JE,2019-06-24
21007-54701-AN,2006-12-19
82517-19351-HB,2017-05-31
33488-5851-BM,2019-02-25
15728-4135-FB,2009-01-30
4484-3589-HG,2014-07-16
27059-40294-FJ,2018-02-26
57266-28349-BE,2015-03-03
72764-90140-DM,2017-12-14
57244-57175-LO,2005-06-22
83165-85731-JF,2015-09-19
44761-79408-BD,2014-04-06
77453-51804-JL,2013-08-05
20458-6679-OF,1989-06-05
82687-13803-FD,1974-11-27
2894-65826-GO,2019-08-20
69598-49346-DH,2017-08-05
62747-61888-JB,2014-04-03
11805-5166-GL,2017-02-20
18135-74845-HG,2011-12-03
69117-6885-BO,2009-06-12
91726-59797-FH,2014-06-18
60166-7174-DB,2016-07-01
45908-95932-IH,2017-01-20
94823-77838-EK,2013-10-03
20436-23934-JB,2018-02-01
417-78963-LF,2019-05-27
89051-63547-GE,2008-07-24
91203-62607-MJ,2007-08-13
76798-70477-AI,2010-12-05
40244-6049-IB,2011-03-18
62221-60055-AD,2016-12-05
14197-80858-BO,2019-03-17
45984-33587-GM,2013-02-23
20279-74595-BH,1994-06-13
97460-71836-BF,2005-03-28
26051-78223-EI,2019-08-09
54550-98204-HN,2018-09-03
70016-20996-LA,1991-04-20
34721-12946-IL,1972-06-21
89913-31036-AD,2019-08-16
73864-67465-HB,1994-09-26
76774-19003-EB,1987-04-24
8899-33931-AJ,1993-11-02
32580-56519-BO,1992-03-08
81422-90193-AA,2018-10-04
53826-66353-LO,2019-06-03
30626-21971-NB,2016-10-18
70172-1673-BK,2005-04-30
18194-22916-GA,2007-07-23
45549-30327-IL,2014-03-15
30955-51558-DA,2011-05-03
24831-83031-KB,2011-02-05
84792-90027-DB,2016-07-26
77093-16611-LA,2018-04-15
72570-25675-BE,2019-08-30
8361-75875-BN,2017-04-14
45503-16672-BJ,2014-11-13
38883-86278-IM,2016-12-24
96296-30222-BJ,2019-08-02
23549-7549-DB,2004-12-03
6945-66403-LB,2018-06-12
10358-15422-IM,2005-10-08
56942-73434-LA,2011-01-17
18498-48519-ND,2015-11-24
58277-61142-AK,2018-01-30
58264-799-OD,1997-03-03
78061-70319-AM,2016-10-26
24175-86869-EE,2013-02-25
16636-33001-BE,2019-02-03
83259-64045-HN,2019-08-11
69456-43570-BO,2018-05-29
70724-17829-IG,2010-10-24
70139-68730-NO,2017-09-12
33396-29891-JG,1995-03-29
87907-35238-GF,2019-02-07
47314-82829-NL,2014-12-07
80231-92731-KD,2015-11-18
77524-75632-EF,2015-07-04
1465-44209-HG,2014-04-29
13750-8712-GE,2006-09-11
55919-39612-LA,2000-09-14
98934-37856-FG,2018-08-20
66303-99608-BI,2009-08-04
31203-94235-IO,2012-11-17
54899-82636-BE,2011-04-13
86615-96384-MA,2008-12-12
32395-17996-IF,2004-03-02
9847-87149-BN,2019-04-06
24620-53775-FB,2019-02-18
97482-43395-IA,1993-02-01
80972-32370-BM,2017-03-22
24048-59821-OH,2007-06-18
55282-49217-MJ,2019-01-31
62943-16416-OE,2012-12-31
46038-22002-EF,1997-02-22
31549-68056-BL,2018-08-05
5503-34726-BI,2016-10-04
4448-67026-BD,1984-12-28
1281-8585-JJ,2007-06-08
97434-21821-FI,2005-05-20
25626-14917-GN,1995-07-21
58959-53951-HF,1994-03-15
39700-35898-MI,2009-01-08
63284-86028-FA,2006-08-25
76777-43745-NB,1967-04-20
2395-76758-MF,2011-06-22
27093-69151-BA,2019-06-23
95426-19121-LD,2014-04-07
96211-61479-KE,2012-03-30
81377-9845-FD,2016-05-24
33314-81598-IN,2015-09-30
61005-66474-II,2009-08-05
17119-86875-FB,2008-02-10
4697-51918-EI,1972-08-06
45126-30822-AG,2010-09-09
60006-90822-OJ,2011-04-03
95432-193-HF,2005-07-18
13907-5061-BA,2000-03-22
60387-75439-BA,2002-07-25
49416-93231-HG,2018-05-19
89944-33062-EM,2017-12-14
31952-83297-FJ,2016-11-22
94122-14252-EG,2017-10-12
7864-50125-BD,2017-12-30
41968-35881-OM,2011-12-30
89168-76366-IE,2015-12-03
56119-37914-MH,2018-06-25
39541-89528-BI,2019-07-27
35078-34836-BM,2019-01-19
11252-34017-FM,2008-10-08
56891-30647-MH,2002-09-15
69289-39522-MI,2012-11-11
17203-93036-JA,2019-07-11
38588-35532-FF,2013-09-09
82131-52625-HG,2016-07-31
72709-81911-OF,2015-11-05
10243-6259-KH,2019-08-08
89430-36782-DG,2004-07-21
94647-52817-HM,2018-07-27
53601-39272-JE,2019-04-07
65496-25707-BO,2016-01-08
16889-38244-KF,2004-10-17
22885-53416-HJ,2010-03-10
50543-22876-DB,2010-10-24
26509-6327-HL,2000-10-09
42900-97747-KJ,1989-03-12
51666-4383-EO,1966-07-30
60029-83574-NB,2018-01-15
73729-54980-GK,1994-04-03
29906-11097-AJ,2017-09-16
3270-49932-GB,2003-07-23
21305-23297-KG,2012-12-19
26465-3236-BK,2001-05-19
32691-63107-LI,1976-06-09
99910-24050-ED,2019-05-09
54950-79979-OH,1993-09-26
54875-34369-OE,1993-12-16
97876-56327-LJ,2019-07-23
34993-46881-JD,2015-06-06
75131-15969-AF,1988-07-24
77317-77839-NE,2004-12-14
41196-9358-JA,2019-08-29
87402-96378-HM,2019-08-17
19093-83755-IB,2019-08-28
41293-55142-DK,2019-05-24
14450-36684-LB,1994-01-25
33132-55513-KD,1998-03-14
81223-4016-DD,2019-01-11
27980-67854-LJ,2018-10-17
78328-2808-GM,2016-10-10
15815-98307-AF,2017-04-15
96936-65811-AD,2018-04-28
9099-82042-NN,2013-02-04
8058-6913-BH,2017-05-29
27886-10553-NK,2016-03-13
23676-75369-KN,2019-04-28
5699-93623-NJ,1995-11-21
20671-7140-NH,1999-07-17
38142-61381-EJ,1999-10-24
45051-21722-DM,2016-04-02
41754-85256-AM,2007-05-26
96906-44736-JL,2010-01-04
38794-84323-KM,2017-11-14
92728-30330-AL,2010-05-14
95097-14812-JI,2010-11-05
5757-324-MO,2012-01-16
3157-1904-FJ,2008-04-28
20420-58404-DB,2014-07-31
88659-30639-GO,2019-03-09
70180-26855-EH,2017-05-28
34513-47816-EF,2016-10-15
96636-58569-OJ,2018-01-21
38125-4447-JO,1992-09-20
92866-26269-MH,2000-03-03
85750-94853-OO,2015-04-08
65274-57620-DD,2017-10-04
53800-71505-BJ,2003-08-21
4524-68133-DH,2018-04-28
64513-26717-FE,2019-03-01
39324-78467-OJ,2014-09-24
26945-45419-LD,2018-12-01
60110-94478-BG,2018-05-24
88377-41879-KD,1989-11-28
53096-85160-AF,2009-07-16
16199-75056-OE,2018-06-11
33663-46549-OG,2012-06-21
36908-23296-ND,2015-10-28
24954-14774-EB,2019-07-29
26225-65528-BE,2006-09-12
33376-27912-MG,2019-01-25
33825-88692-JF,1984-12-15
7572-88631-FM,2018-09-28
25503-10962-JO,2010-11-02
40859-36408-NE,2009-12-03
60648-29575-MF,1995-12-05
54318-20168-JL,2013-12-29
57180-51684-NB,1993-07-30
4290-37962-FM,2014-07-14
16451-3152-MO,2018-04-05
83720-1347-KM,2018-02-26
27055-92486-BN,2011-05-02
49144-65119-BJ,2012-08-29
2648-19163-BJ,1994-10-29
12803-82421-BN,2019-02-11
84561-28094-DO,2012-01-03
88002-28062-BB,2010-02-13
25581-47020-IO,2014-06-30
26596-91455-BM,2019-03-05
71121-75362-BJ,2019-01-07
47959-56305-BG,2018-05-11
42788-57331-FB,2017-04-30
98689-28967-FB,2013-07-01
27293-20337-KB,1973-08-22
47872-99207-NE,2018-09-29
61048-36008-HO,2019-03-11
76200-44609-HK,1991-12-22
38009-18986-AD,2012-01-04
54543-29768-NL,2001-02-19
1196-11823-IM,1999-01-27
92217-90215-HD,2018-12-27
95924-78125-GO,2015-03-02
56676-18747-GN,1997-04-20
4723-31641-OB,2018-09-17
19901-84399-JN,2018-11-11
89308-32319-FJ,2016-04-24
17121-9259-EE,2015-01-31
42299-4490-FJ,2013-11-29
96380-30094-NM,2016-11-08
6611-99678-EK,2019-06-06
5293-14276-JO,2017-06-10
18089-56305-LL,2012-10-22
5301-42439-BI,1978-01-29
26856-64553-LM,2015-03-21
35124-52030-BF,2017-02-04
76367-98074-KK,2018-02-06
33501-66923-OG,2017-06-24
99257-66617-ND,1965-08-22
48123-60875-DF,2011-03-17
63802-58778-FN,2018-11-10
93817-83721-KG,2017-07-06
52241-83016-MH,2002-04-06
58568-39570-BB,2012-07-03
39893-7320-EK,2018-03-06
94397-28786-BB,2019-01-31
8119-10702-FG,2002-05-10
36017-71717-JN,2013-04-29
70187-39843-BG,1995-09-11
36134-94625-EN,2019-02-28
33580-64546-GJ,1996-01-18
31417-84111-IO,2009-07-20
41370-99037-BL,1994-04-19
3491-47261-JB,2017-10-29
51879-26785-LA,2014-06-14
73634-61803-MM,2018-08-24
83803-95184-BG,2011-06-03
26725-34365-KE,2010-06-11
20924-76309-FD,2016-08-10
49144-11533-OB,2015-10-13
20672-25738-BG,2019-05-31
84656-83463-AF,2014-09-23
47317-17528-MH,2019-06-22
28128-3188-EN,1986-08-12
64053-80936-MG,2019-05-06
84897-13115-IM,2013-02-03
52263-35352-NF,2001-05-21
7111-38282-BK,2018-01-09
9860-26750-HM,2019-01-12
80594-7876-BK,2015-01-04
42498-98551-BB,1998-02-04
33037-7777-BO,2002-03-06
91319-18721-FG,1969-04-02
68475-13151-EH,1990-02-20
763-75899-EA,2012-11-24
29791-54071-LM,1999-04-13
72583-92494-JL,2015-05-09
94828-12296-EM,2003-09-18
93146-88829-MD,2017-07-15
61945-88352-JJ,2017-07-07
67128-83622-AD,2019-08-13
64795-38148-FF,2018-01-21
80828-40755-MN,2019-04-19
99466-51139-FO,2018-02-13
36664-54960-KL,2019-03-23
72216-31775-BL,2003-04-07
5957-33846-AE,2018-09-20
53471-80922-DO,2015-04-17
35780-18513-OK,1996-12-02
23746-15750-BO,1993-08-29
12092-91136-HF,2018-06-25
32461-15058-NI,2014-07-08
1330-12934-LJ,2015-03-27
18129-56676-FN,2019-06-06
34434-37067-BB,2016-04-26
8121-81924-MK,2017-08-01
38570-59554-DO,2016-04-21
93498-78136-EA,2016-10-08
68650-78323-HB,2018-01-26
74181-2655-KK,2017-01-04
84779-74820-IF,2008-01-20
97702-6573-ME,2018-02-19
57317-68950-EA,2006-09-22
42050-31561-NM,2018-10-16
42993-22587-NG,2019-03-04
93526-11875-KO,2017-12-14
91413-19812-KA,2019-08-18
80584-81158-HM,2019-08-21
75348-81284-HO,2003-03-07
1355-8627-EF,2012-03-18
88054-77501-KJ,2017-04-30
41926-35903-EJ,2015-12-04
248-91349-ID,2018-11-07
58772-58866-LA,2008-12-26
83706-88294-LB,2008-04-06
4210-77779-IJ,2019-04-13
73374-50054-OD,2019-08-15
25561-30540-FD,2010-10-29
28709-56178-FN,1994-11-22
46557-85309-AN,1980-09-20
89271-32427-BH,2007-04-06
70013-44976-EB,2011-10-07
84544-84053-GF,2014-07-17
33710-49963-NM,2018-06-14
87955-19005-FA,1992-02-08
2015-57900-EM,2016-08-06
73080-31620-KL,2017-01-19
87178-78041-DH,1995-09-19
52948-66555-AB,2013-09-12
69155-913-NF,2004-09-14
78242-29838-FD,2010-04-13
66255-73606-EL,2019-08-03
41517-29630-BM,2016-08-19
10209-55525-ME,2011-01-10
68537-82626-EE,2018-02-02
71114-1275-KE,2018-06-08
70143-6670-EJ,2018-03-13
57124-13159-GG,2017-08-27
39269-15706-NN,2007-05-20
80274-16535-IJ,2019-03-09
91222-7033-AD,2010-03-16
50819-64538-BN,1994-05-27
52422-92481-NI,2018-04-30
18436-90124-AJ,2016-06-02
60878-77425-MB,2018-06-28
39247-21198-HL,1981-09-23
45996-78190-ON,2003-06-02
62100-35454-LE,2017-06-05
7310-34622-IA,2005-04-23
88983-78336-BB,2018-11-30
57915-26963-BK,2019-06-09
1407-14992-KK,2019-05-05
17120-67342-HF,2014-06-19
86523-99836-FN,2013-12-17
4338-48865-BD,2015-08-30
28458-53763-KD,2003-05-04
61892-96054-IH,2017-02-12
11324-12539-OD,2017-04-01
75219-71543-KB,2014-05-24
48793-96248-BL,2015-04-29
45022-69090-ED,2017-03-21
67316-97120-AO,2019-01-26
77620-40177-FK,2007-07-19
78627-75363-NM,2017-06-05
26102-26382-NO,2013-08-27
40771-92434-GB,2016-10-30
49200-81609-MO,2019-07-10
33345-7879-GM,2010-04-03
14148-30386-NO,2019-03-05
74688-66127-HL,1993-07-20
56203-52063-BB,2019-06-16
41715-26459-NH,2003-02-01
57209-49242-FN,2017-09-04
53089-25688-LB,2018-08-03
38678-52548-NE,2009-12-26
53595-59813-BB,2019-06-12
1283-86553-LD,2017-04-26
77139-59296-OI,2005-01-12
28980-95296-GF,1994-08-23
59542-82091-IK,2019-08-03
94425-68128-GF,2017-01-14
85041-58627-FB,2010-06-26
86953-44894-LB,1981-01-30
75819-28680-EG,2010-12-01
77642-45090-JO,1997-02-02
60899-76360-DK,2005-08-08
31455-99440-FE,2006-01-04
44162-81120-BN,2005-02-07
25968-35620-GL,2019-05-06
66822-81938-HK,2003-12-15
69088-14478-DD,2018-09-05
58249-371-BD,2006-04-10
81720-2023-KG,2009-09-01
20206-26126-BB,2018-09-30
93930-11788-BB,2010-07-25
91659-4742-EJ,1988-11-21
41169-57045-GG,1999-10-24
74689-83471-AG,2015-08-14
23470-32290-OB,1995-08-25
18008-63103-JK,2016-02-20
82361-53410-ME,2012-07-07
32171-89844-LG,1997-02-14
9238-41599-KG,2005-03-04
42197-6264-LK,2013-07-08
95494-43189-DG,2019-07-13
92956-95084-BB,1994-06-30
16898-68738-HD,1999-05-21
18357-49626-MI,2016-02-23
43901-11891-MB,2012-12-05
18845-80417-EM,2016-12-11
73888-40840-FE,2015-10-17
72571-37670-OG,2019-08-03
40819-11611-OG,2010-06-09
96732-1334-II,2019-07-22
17112-3361-MK,2017-01-16
68865-6571-LB,2017-04-06
60477-91434-GJ,2019-02-13
59993-63574-HA,2018-11-17
766-32115-HB,2015-08-22
67172-95168-JB,2019-08-12
96508-1367-EH,1976-09-26
29202-54447-ON,2015-07-05
86894-44864-DA,2019-05-27
29369-87258-OG,2019-06-06
55713-13082-LK,2013-05-28
29653-89436-HO,2019-04-23
56910-64067-MF,2018-06-16
86506-85065-BJ,2015-05-06
74607-58472-OD,2018-11-19
92691-10668-EM,2000-10-20
38692-3280-HL,2008-10-14
69397-47741-II,2013-03-07
33938-54730-MH,2019-03-31
69154-43156-FL,2017-05-30
45202-29893-AB,2004-10-02
19237-64123-BK,1986-05-14
49584-99611-NH,2019-03-02
92176-23189-BI,2005-11-29
70063-85732-ME,2018-12-12
22300-38523-AK,1979-02-01
23107-78162-MB,2019-06-24
91313-48491-NO,1984-07-30
40630-90039-II,1989-02-04
14109-2806-NI,2017-03-08
35871-68174-ON,2019-08-09
34868-37323-NB,2019-08-29
77407-86518-NA,1998-11-17
56505-46798-JD,2018-06-18
89017-55451-BD,2018-09-08
82420-94948-JF,2015-03-24
15157-74460-LM,2019-03-22
48001-11985-BK,2006-09-21
44919-6141-BN,2016-03-21
775-28474-DI,2019-06-01
1079-27094-DD,2004-09-20
43550-81462-DL,2018-04-25
69186-82960-FJ,2010-11-06
15309-92724-DL,2012-01-21
93267-38834-OB,2016-12-17
74760-46661-OD,2006-08-31
41190-16293-HH,2019-08-14
67791-75198-LN,2011-02-25
24387-75528-GA,2019-07-28
70598-11111-HB,2017-09-17
97934-67785-JJ,2017-06-30
27199-64780-IL,2018-01-13
85822-31953-KJ,2011-03-04
78920-41371-IH,2018-04-21
84803-52358-OH,2018-09-21
81376-96226-DO,2008-05-11
45665-35014-LD,1998-01-09
17476-94577-GG,2019-07-11
89458-91207-KD,2019-08-10
63816-20153-IL,2016-09-18
92687-57957-BG,2014-12-08
65692-94006-KE,2018-10-21
6772-60726-EE,2019-04-15
13215-27205-BO,2019-02-25
77895-72235-BN,2018-03-10
81386-57527-GK,1999-01-14
70929-50153-ED,2018-03-20
59813-37726-BE,2015-05-19
90391-40479-FB,2014-02-22
52996-25683-BM,2003-05-19
36344-5487-BM,2001-11-09
91538-6307-FL,2018-07-01
82482-99881-JK,2018-02-17
35727-84236-NI,2016-10-23
20098-40746-DO,2019-08-10
77438-90295-IH,2014-06-16
34474-42523-LD,2015-04-11
82895-1142-DG,2003-08-06
94633-43313-AO,1982-01-23
28652-29445-IF,2000-06-09
57307-78386-JE,2001-10-17
89454-93732-NL,2014-11-20
99139-27599-EE,2017-08-15
45953-23835-AO,2016-06-28
77707-69223-OI,2011-04-18
66203-31072-FM,2011-07-17
94196-79693-BM,2008-04-09
51641-29414-IF,2015-01-07
91970-93811-OK,2012-12-08
96597-40350-KK,2009-08-06
38043-69649-ME,2011-09-11
42325-68425-NK,2003-01-05
76079-30055-ON,2018-09-17
28496-31178-KN,2019-02-12
71178-45390-NK,2018-11-15
55978-99440-NL,2003-02-15
58140-54905-HO,2000-12-08
47801-34635-BI,2019-07-23
52557-59420-IE,2018-11-29
30547-67916-MI,2010-03-02
79734-54872-GK,2012-11-09
28624-48251-FE,2012-02-12
58295-8652-ID,2005-12-14
29273-46051-BE,2014-07-08
71640-65035-FO,2006-04-10
71174-41541-HM,2012-09-11
51627-34253-HH,1990-09-04
91667-94717-NI,1989-01-30
29127-83986-KK,2018-02-10
7958-12173-BF,2019-07-10
37573-75510-OM,1997-07-27
67513-14023-BF,2018-12-10
75748-4145-FD,2014-09-13
13801-20876-BE,1984-01-24
20932-35957-IA,1992-04-12
54360-32399-KA,1982-01-19
79220-96310-AJ,2011-08-16
16999-15580-DB,2010-07-30
58667-89496-NO,2018-03-15
62494-97961-NN,2016-09-13
9282-6989-BI,2013-11-30
58580-94426-IG,2016-11-07
77963-52379-IB,2018-08-14
38533-97107-NO,2019-02-19
37675-8779-OF,1991-12-18
27007-43545-GF,2017-06-10
78912-25729-IH,2015-01-18
1377-9855-HI,2015-06-03
64625-3440-LL,2016-04-13
32605-70070-ON,2007-03-15
96889-68536-KJ,2016-07-09
64807-65898-JI,2015-03-03
33743-89112-GJ,2016-10-09
70235-33674-OI,2015-12-14
41132-500-AE,2016-11-16
68045-28194-NF,2016-03-20
63222-34170-BO,2005-06-27
42117-55455-JE,2016-03-17
91433-75622-NI,2016-07-11
89734-38478-DJ,2016-05-01
9000-46070-MJ,2018-01-01
93352-62542-NO,2014-01-14
29180-33128-NG,2013-09-16
54753-22850-EL,2019-07-26
99866-31726-BL,2018-12-15
87067-75740-BK,2008-02-26
61818-78389-ML,1998-01-29
85187-55817-OJ,2017-06-03
47168-58687-EH,2015-11-13
26513-45728-JB,2019-03-15
59849-8369-FM,2015-01-13
48208-463-AL,2007-01-11
54814-66669-GF,2019-08-25
73234-88704-HJ,2017-10-13
21791-37394-AL,2001-11-02
68623-13267-KB,2013-03-18
73784-32724-BN,2018-06-17
30586-585-FO,2018-03-31
59891-35294-MN,2014-12-30
63015-24636-BK,2006-08-22
82330-31320-BA,2017-09-08
52399-78553-FJ,2013-06-19
27506-46545-DI,2016-02-05
41796-68577-EG,2019-08-24
15331-33258-BI,2004-02-19
66274-51252-AI,2014-02-20
32133-97385-AH,2019-08-30
37201-66813-BE,1997-06-19
89448-18778-FM,2004-03-09
70486-10315-BJ,1993-08-04
26972-68934-FG,2017-04-15
2090-2210-MK,1998-12-18
6873-85078-FA,2009-02-20
93819-64945-FL,1998-12-12
78263-23694-ED,2017-11-07
22814-90298-NB,1982-09-01
91732-95909-LG,2019-08-05
14239-58400-ID,2018-12-08
60555-31978-IE,2019-04-05
18972-27977-MH,2018-07-30
9660-53722-EM,2016-02-14
25725-99182-KD,2017-08-24
79602-90152-OO,2008-02-09
36456-88058-BI,2019-05-03
65564-16113-JB,2005-03-21
77110-32054-MA,2015-08-30
52059-23926-AD,2015-12-03
14432-57034-OO,1998-10-11
690-13699-DL,2017-05-12
25919-48542-FB,1986-05-05
33548-67866-EO,2009-02-06
73215-49144-KK,2012-06-06
81800-663-OO,2016-02-07
72796-38075-BG,2019-01-23
6990-11079-FF,1998-03-04
48825-59277-BK,2001-02-13
8653-85539-MG,2014-01-08
61322-54106-HL,2002-03-04
73932-79297-AN,2019-08-29
49180-24825-BL,2012-02-07
12799-369-KD,2018-11-18
89322-63870-GI,2017-10-19
92590-11636-AM,2007-10-19
88382-89304-JN,2014-09-18
37827-59310-LI,1994-05-25
45152-21041-AA,2019-08-11
3350-90855-BG,2014-11-24
995-25912-EA,2019-02-27
46175-76590-OF,1980-02-18
24705-72499-FK,1998-06-22
6318-69441-BG,2015-10-31
10684-99059-BI,2018-07-13
59064-60996-JE,1988-09-06
71500-63846-BO,1993-01-14
25326-48013-NG,2017-02-28
8477-14816-OF,2016-12-22
18837-85173-DK,2017-07-16
72151-53276-DJ,2006-02-19
40596-29622-IO,1983-08-30
40982-93503-ND,2010-07-06
67409-41825-NK,2014-11-08
33244-18495-BJ,1992-10-02
49649-80453-FF,2019-06-14
7895-15373-DD,2018-06-16
19774-86567-KI,2019-08-10
84561-29716-AB,2016-04-28
1671-11878-KD,2016-12-22
49642-97891-LG,2018-06-03
76850-64342-MB,2014-02-18
52975-14083-HB,2016-11-06
55173-56056-BM,2018-11-09
45650-46230-NB,2017-09-22
60984-99929-IG,2014-04-09
33363-77679-EO,2004-05-27
75940-62391-JO,1985-10-21
8489-21946-LI,2017-03-01
29046-30407-EI,2016-10-07
37207-28723-ME,2018-04-05
51479-84113-BH,1999-04-22
48682-60439-MB,2009-10-05
46448-61681-OM,1991-07-26
11140-82859-DK,2013-04-26
99743-66663-OL,2017-01-18
33813-62792-OD,1987-10-13
81465-4288-AB,2018-12-18
11828-49182-LK,2001-08-01
19095-38774-BD,2013-08-05
93581-12553-JD,2019-04-11
9168-32815-JG,2016-10-14
58852-10247-HH,2012-07-21
74028-50461-DK,2017-05-10
38534-94952-AG,2017-11-20
80256-94223-HB,2011-05-25
21344-28973-ME,2014-05-04
25621-78615-AM,2007-11-30
45006-52416-IE,2018-11-30
23956-12049-BE,2018-10-15
43650-88831-AJ,1992-07-25
18542-72303-JL,2000-06-24
6135-80075-KI,2013-08-17
31547-64342-BJ,2017-07-02
44685-81727-II,2005-08-12
49987-91072-AB,2015-12-28
84383-86636-GA,2013-04-29
23516-7226-NK,2016-03-21
2495-34072-NE,2017-07-25
44985-42835-JF,2018-08-02
56687-96618-BJ,2019-08-15
71875-68863-JH,2017-01-05
40962-71964-AK,2012-10-28
7053-46999-IE,2016-06-21
37801-60163-ME,2014-03-06
31447-70223-KM,2013-11-11
26980-73059-MB,2009-09-18
39031-28036-AB,2019-07-25
9000-30005-IG,2011-04-22
27693-37777-DN,2019-01-07
61707-97425-BO,2019-08-21
