id,tipo_contenido,duración (días)
23261,imagenes,84
23262,imagenes,29
23263,video,84
23264,spam,46
23265,video,79
23266,imagenes,49
23267,video,24
23269,video,39
23270,audio,22
23273,imagenes,67
23274,audio,71
23276,video,56
23277,audio,12
23279,imagenes,73
23282,spam,86
23283,imagenes,19
23284,imagenes,62
23285,audio,58
23286,video,86
23287,imagenes,23
23289,imagenes,65
23290,spam,66
23291,spam,89
23295,imagenes,37
23296,video,51
23297,audio,15
23301,imagenes,77
23302,spam,79
23304,video,65
23305,spam,65
23307,spam,65
23308,imagenes,20
23311,audio,75
23312,video,36
23314,video,30
23317,video,7
23318,audio,12
23319,audio,86
23323,video,79
23324,video,14
23326,imagenes,66
23328,video,43
23331,spam,25
23333,audio,70
23334,video,72
23336,audio,77
23337,audio,48
23338,spam,76
23339,spam,2
23341,audio,65
23342,audio,56
23344,spam,83
23345,audio,47
23346,imagenes,71
23347,imagenes,7
23348,audio,6
23350,video,39
23351,video,30
23352,audio,19
23354,imagenes,59
23357,spam,28
23358,spam,33
23359,video,56
23360,audio,24
23363,audio,87
23370,video,59
23371,video,54
23372,video,59
23373,audio,31
23374,imagenes,76
23376,audio,6
23377,video,62
23379,imagenes,68
23380,spam,6
23382,spam,86
23384,imagenes,16
23386,imagenes,57
23390,spam,84
23391,spam,40
23393,video,65
23394,spam,23
23395,spam,54
23397,audio,46
23398,audio,63
23399,video,81
23400,video,64
23401,imagenes,32
23405,spam,51
23406,imagenes,13
23409,spam,47
23411,imagenes,1
23412,video,73
23415,imagenes,56
23417,spam,86
23418,video,50
23421,video,24
23423,audio,28
23425,spam,28
23427,spam,60
23428,imagenes,86
23429,spam,42
23432,imagenes,39
23434,imagenes,18
23436,video,84
23440,imagenes,3
23441,spam,43
23443,imagenes,17
23446,audio,89
23447,video,70
23451,video,22
23453,imagenes,58
23454,video,62
23456,audio,54
23457,video,74
23458,video,14
23460,imagenes,17
23462,spam,15
23463,audio,56
23464,audio,85
23466,video,52
23467,video,5
23469,spam,71
23470,spam,60
23471,spam,5
23472,audio,2
23473,audio,52
23475,spam,5
23476,video,70
23483,video,87
23486,audio,8
23488,imagenes,83
23489,audio,56
23491,audio,44
23496,imagenes,43
23499,imagenes,33
23502,spam,20
23503,spam,77
23504,imagenes,90
23506,spam,16
23507,audio,6
23509,imagenes,9
23510,audio,65
23513,imagenes,78
23515,video,73
23517,video,85
23518,spam,53
23519,imagenes,37
23520,spam,17
23523,video,55
23525,imagenes,3
23526,video,47
23527,audio,42
23529,audio,90
23530,video,28
23533,video,35
23534,imagenes,1
23535,imagenes,50
23538,spam,44
23539,spam,27
23540,video,31
23541,video,85
23543,imagenes,81
23546,audio,78
23547,video,3
23548,spam,67
23549,imagenes,13
23550,video,78
23551,video,14
23555,audio,38
23557,audio,26
23558,video,9
23561,spam,41
23566,video,41
23568,video,88
23570,video,31
23571,spam,80
23572,spam,75
23573,audio,25
23574,imagenes,16
23575,video,37
23576,spam,16
23577,video,52
23579,video,73
23580,imagenes,8
23582,spam,30
23584,video,21
23590,video,45
23591,video,43
23594,video,45
23595,audio,10
23596,video,38
23597,video,15
23599,audio,12
23600,imagenes,21
23601,video,60
23602,imagenes,79
23603,imagenes,3
23604,spam,88
23605,audio,28
23614,video,8
23618,spam,90
23621,audio,82
23622,imagenes,48
23625,video,68
23626,audio,53
23628,audio,24
23629,imagenes,13
23632,imagenes,63
23633,audio,55
23635,audio,57
23636,audio,65
23638,video,70
23639,audio,48
23641,video,57
23642,audio,80
23646,video,12
23647,imagenes,57
23648,imagenes,38
23654,imagenes,1
23655,spam,37
23656,audio,64
23659,audio,82
23661,video,86
23662,audio,89
23663,audio,55
23664,audio,53
23666,video,28
23667,audio,3
23668,spam,23
23669,imagenes,17
23671,audio,76
23673,imagenes,72
23675,spam,5
23677,audio,60
23680,spam,42
23681,spam,22
23682,video,51
23683,imagenes,12
23685,spam,12
23687,spam,11
23691,spam,44
23692,imagenes,70
23693,imagenes,50
23694,audio,56
23695,audio,50
23696,imagenes,26
23697,video,33
23699,imagenes,22
23701,spam,25
23702,imagenes,67
23705,imagenes,11
23708,video,16
23710,video,73
23711,video,74
23712,audio,44
23716,video,46
23717,spam,75
23720,audio,4
23721,spam,10
23723,audio,4
23725,spam,26
23726,spam,49
23728,video,13
23732,spam,67
23733,spam,32
23734,imagenes,71
23736,imagenes,81
23740,video,9
23741,audio,31
23748,spam,36
23749,video,73
23751,imagenes,68
23753,imagenes,45
23754,spam,80
23755,audio,2
23759,video,40
23760,video,44
23761,imagenes,38
23762,imagenes,18
23765,imagenes,14
23768,imagenes,50
23769,imagenes,79
23770,imagenes,38
23774,imagenes,41
23775,imagenes,60
23776,imagenes,16
23778,spam,57
23781,video,64
23783,audio,45
23786,video,4
23788,audio,66
23789,spam,19
23791,imagenes,86
23792,imagenes,71
23794,audio,49
23795,audio,38
23796,video,67
23798,video,7
23799,spam,83
23800,audio,84
23803,imagenes,24
23804,video,38
23807,spam,83
23808,imagenes,44
23813,video,80
23814,spam,41
23820,imagenes,60
23822,video,66
23823,imagenes,48
23824,video,22
23825,video,41
23828,imagenes,53
23830,imagenes,21
23831,imagenes,37
23834,audio,14
23835,video,65
23838,spam,45
23842,spam,85
23848,imagenes,36
23849,video,66
23850,video,82
23852,imagenes,61
23853,spam,8
23856,video,64
23857,video,48
23858,audio,90
23859,video,26
23860,spam,37
23861,video,30
23863,video,6
23866,spam,71
23867,video,31
23868,imagenes,48
23869,audio,14
23872,spam,33
23874,audio,42
23878,spam,80
23879,spam,45
23882,audio,86
23885,spam,34
23888,imagenes,45
23890,imagenes,50
23891,imagenes,16
23893,spam,62
23894,audio,4
23895,imagenes,78
23896,video,42
23897,video,80
23898,imagenes,11
23901,audio,8
23902,imagenes,60
23904,imagenes,68
23905,video,39
23906,video,59
23907,imagenes,16
23908,spam,66
23909,audio,13
23911,audio,69
23913,imagenes,56
23918,audio,30
23921,video,66
23922,spam,54
23923,spam,4
23924,spam,44
23926,video,77
23927,video,62
23929,video,26
23932,audio,12
23936,imagenes,17
23937,spam,84
23938,audio,30
23939,spam,84
23944,audio,22
23945,audio,49
23946,imagenes,74
23948,audio,25
23949,spam,34
23950,video,62
23951,video,40
23953,audio,28
23954,video,14
23955,imagenes,42
23961,imagenes,44
23962,audio,12
23964,spam,62
23966,audio,79
23968,video,2
23969,audio,60
23971,video,38
23973,imagenes,75
23974,imagenes,79
23975,audio,22
23978,video,85
23980,audio,3
23982,video,77
23983,video,36
23985,spam,1
23986,spam,55
23987,imagenes,88
23989,video,36
23994,imagenes,72
23996,audio,90
23998,video,85
23999,audio,37
24001,video,62
24003,audio,57
24004,imagenes,44
24006,imagenes,70
24007,audio,27
24008,video,84
24010,audio,39
24011,audio,86
24012,spam,10
24013,imagenes,83
24017,audio,50
24019,audio,46
24021,video,71
24022,spam,23
24023,spam,10
24024,spam,14
24027,audio,9
24028,spam,58
24032,spam,39
24033,imagenes,18
24035,imagenes,2
24038,spam,38
24042,spam,43
24043,imagenes,76
24048,audio,84
24050,spam,65
24051,video,19
24052,imagenes,62
24054,video,47
24055,spam,52
24056,video,40
24060,spam,79
24061,video,72
24063,video,14
24065,imagenes,88
24068,imagenes,66
24070,imagenes,42
24074,spam,44
24076,audio,88
24078,video,31
24081,spam,13
24086,spam,72
24087,imagenes,65
24089,video,52
24093,video,13
24095,imagenes,41
24097,imagenes,29
24099,audio,27
24100,audio,65
24101,video,87
24103,imagenes,48
24107,imagenes,55
24108,video,16
24110,video,69
24111,imagenes,85
24112,audio,67
24113,spam,24
24114,video,79
24115,audio,3
24117,video,85
24118,imagenes,3
24119,video,63
24120,spam,12
24121,spam,80
24122,imagenes,80
24125,video,57
24130,imagenes,28
24131,video,85
24132,video,69
24135,imagenes,39
24136,imagenes,34
24137,video,78
24139,audio,35
24140,imagenes,2
24141,imagenes,12
24143,imagenes,18
24146,video,60
24149,video,16
24151,video,66
24152,spam,70
24156,audio,53
24158,audio,55
24159,audio,69
24161,video,56
24163,audio,30
24165,audio,20
24168,video,10
24170,imagenes,84
24171,video,87
24172,imagenes,39
24175,video,31
24177,audio,87
24180,imagenes,75
24181,imagenes,23
24185,spam,6
24188,audio,35
24192,spam,15
24194,spam,5
24196,imagenes,8
24200,imagenes,83
24201,spam,32
24203,spam,74
24204,imagenes,22
24206,audio,21
24207,imagenes,79
24208,audio,42
24210,spam,55
24212,audio,53
24214,spam,2
24216,spam,78
24217,imagenes,39
24218,spam,62
24219,imagenes,5
24226,audio,70
24228,imagenes,82
24229,spam,53
24231,imagenes,45
24238,audio,84
24241,video,55
24242,video,56
24245,spam,21
24246,video,88
24247,audio,77
24248,audio,82
24250,audio,23
24252,video,40
24254,imagenes,7
24255,spam,40
24257,video,60
24259,imagenes,67
24260,spam,14
24261,audio,78
24262,video,75
24263,spam,43
24268,video,86
24271,video,55
24272,video,30
24274,audio,68
24275,video,4
24277,imagenes,48
24278,video,42
24280,imagenes,2
24281,audio,78
24282,video,13
24284,video,20
24290,audio,19
24291,imagenes,73
24293,imagenes,23
24295,audio,49
24297,imagenes,83
24298,imagenes,43
24301,video,70
24305,imagenes,72
24307,imagenes,26
24308,video,39
24311,imagenes,50
24312,audio,18
24313,spam,1
24314,imagenes,78
24316,video,84
24317,spam,67
24318,spam,12
24319,imagenes,35
24320,video,67
24321,spam,6
24322,audio,32
24323,spam,54
24324,imagenes,89
24325,spam,66
24326,audio,7
24327,spam,5
24328,spam,36
24329,audio,3
24330,spam,27
24333,audio,73
24334,imagenes,73
24335,video,72
24336,audio,1
24337,spam,16
24338,imagenes,29
24340,audio,9
24342,spam,38
24343,spam,10
24345,video,24
24348,spam,6
24358,imagenes,71
24359,imagenes,65
24364,video,43
24366,spam,70
24368,audio,34
24371,video,33
24372,imagenes,55
24373,audio,3
24374,audio,89
24375,imagenes,75
24376,spam,25
24377,video,35
24378,imagenes,31
24382,imagenes,23
24383,spam,17
24385,spam,44
24386,audio,74
24391,imagenes,87
24392,imagenes,85
24394,audio,4
24395,spam,85
24396,imagenes,81
24399,imagenes,83
24400,video,83
24403,audio,32
24409,video,30
24411,audio,55
24412,audio,89
24414,video,39
24416,imagenes,28
24418,imagenes,69
24419,audio,44
24420,imagenes,82
24421,spam,9
24423,spam,24
24426,imagenes,46
24427,spam,60
24429,imagenes,31
24430,video,10
24431,imagenes,20
24433,video,79
24434,audio,65
24436,spam,10
24437,audio,32
24441,imagenes,74
24442,spam,1
24443,imagenes,61
24448,imagenes,13
24449,spam,6
24453,video,22
24456,video,50
24457,spam,4
24461,spam,60
24462,video,42
24463,spam,73
24466,video,79
24471,imagenes,25
24472,imagenes,77
24473,video,37
24474,video,27
24476,audio,8
24477,imagenes,1
24478,spam,9
24483,video,49
24487,spam,9
24488,video,63
24490,spam,43
24494,audio,26
24499,imagenes,61
24500,spam,78
24503,imagenes,22
24505,audio,75
24509,imagenes,3
24510,spam,81
24511,audio,13
24515,audio,11
24516,spam,77
24517,spam,33
24518,spam,2
24520,audio,7
24524,imagenes,38
24525,audio,84
24526,imagenes,39
24528,video,8
24530,spam,55
24543,spam,89
24545,spam,81
24548,video,41
24549,spam,69
24554,audio,76
24556,imagenes,47
24557,spam,72
24560,video,30
24561,video,5
24562,video,16
24563,imagenes,84
24564,video,25
24565,imagenes,49
24566,spam,5
24567,spam,44
24568,spam,19
24569,audio,34
24570,spam,45
24575,video,6
24577,spam,75
24580,imagenes,25
24582,video,31
24583,imagenes,86
24586,audio,3
24588,video,41
24589,audio,84
24593,video,51
24594,video,5
24595,imagenes,69
24600,spam,9
24601,video,53
24603,audio,84
24610,video,42
24611,audio,9
24614,audio,43
24615,video,40
24616,spam,20
24617,spam,4
24618,spam,72
24622,audio,87
24626,spam,57
24627,imagenes,13
24629,spam,46
24630,audio,17
24631,audio,69
24632,imagenes,48
24633,video,2
24634,spam,23
24636,video,47
24640,imagenes,64
24641,spam,74
24645,imagenes,33
24646,spam,50
24649,spam,52
24650,imagenes,78
24651,audio,30
24652,audio,9
24660,spam,36
24663,video,64
24664,spam,77
24667,imagenes,45
24670,imagenes,52
24676,imagenes,20
24680,audio,14
24682,video,32
24683,spam,67
24684,audio,63
24690,spam,60
24692,video,81
24694,audio,25
24695,audio,49
24698,imagenes,52
24705,spam,55
24706,video,70
24708,spam,68
24709,spam,40
24710,audio,66
24713,video,16
24714,imagenes,81
24715,video,67
24718,video,26
24719,video,79
24720,video,79
24722,audio,89
24723,video,29
24724,audio,5
24728,video,35
24730,imagenes,28
24731,video,31
24736,spam,60
24737,audio,61
24741,video,51
24743,imagenes,28
24744,imagenes,33
24748,imagenes,59
24750,imagenes,45
24753,imagenes,18
24755,spam,1
24757,audio,82
24758,audio,59
24759,imagenes,56
24763,imagenes,13
24764,audio,70
24765,video,69
24766,video,38
24769,imagenes,70
24770,video,87
24771,audio,89
24772,audio,18
24773,audio,22
24778,imagenes,10
24780,audio,83
24784,video,83
24785,audio,60
24786,imagenes,39
24787,spam,20
24788,imagenes,83
24789,video,72
24792,imagenes,6
24794,video,44
24795,imagenes,68
24796,spam,78
24799,spam,51
24800,video,3
24803,imagenes,33
24809,audio,86
24810,audio,88
24813,video,65
24814,spam,49
24815,video,14
24820,video,29
24821,audio,90
24822,imagenes,50
24825,audio,86
24827,audio,46
24832,spam,72
24833,video,54
24837,spam,19
24842,audio,35
24843,audio,47
24846,video,26
24847,imagenes,69
24848,video,61
24851,imagenes,11
24852,audio,9
24853,audio,90
24854,video,65
24855,spam,78
24856,video,31
24857,video,89
24858,spam,19
24860,audio,28
24862,spam,70
24863,audio,1
24866,spam,78
24871,imagenes,49
24874,spam,81
24875,audio,33
24876,imagenes,42
24879,spam,54
24880,audio,59
24881,spam,44
24882,audio,54
24883,audio,27
24884,video,9
24888,spam,20
24890,video,25
24891,imagenes,73
24894,imagenes,43
24895,imagenes,86
24896,spam,25
24897,spam,16
24899,audio,76
24900,audio,75
24902,audio,42
24903,imagenes,47
24904,audio,61
24905,audio,27
24907,spam,1
24908,spam,13
24909,audio,88
24910,spam,83
24913,spam,59
24914,imagenes,28
24917,video,87
24920,video,1
24923,video,9
24924,video,41
24926,audio,11
24928,audio,57
24930,spam,59
24934,audio,39
24937,spam,75
24939,video,67
24941,imagenes,67
24943,audio,52
24946,imagenes,34
24948,spam,34
24950,video,88
24951,video,66
24953,spam,74
24959,audio,66
24962,imagenes,57
24963,audio,18
24965,imagenes,45
24966,audio,25
24969,spam,71
24972,video,55
24974,video,17
24975,video,37
24976,spam,82
24978,audio,30
24982,imagenes,56
24983,imagenes,73
24984,video,2
24986,spam,71
24987,imagenes,76
24989,audio,71
24990,spam,3
24991,audio,74
24993,imagenes,58
24998,audio,65
25000,audio,33
25002,imagenes,51
25003,audio,89
25006,imagenes,53
25007,audio,77
25011,audio,5
25014,imagenes,10
25015,imagenes,32
25016,audio,83
25017,video,20
25018,audio,85
25020,imagenes,58
25021,video,46
25022,imagenes,86
25025,spam,41
25026,imagenes,71
25028,imagenes,54
25029,spam,64
25030,audio,15
25034,imagenes,54
25036,video,35
25040,audio,69
25041,audio,80
25043,spam,72
25044,audio,16
25049,audio,78
25050,video,12
25051,imagenes,83
25052,audio,17
25054,spam,58
25055,video,60
25058,spam,40
25059,audio,69
25060,imagenes,65
25061,video,80
25063,spam,88
25064,audio,57
25065,audio,11
25068,video,46
25071,spam,89
25072,spam,67
25073,audio,40
25074,spam,2
25075,video,71
25076,audio,83
25077,video,66
25078,audio,36
25081,spam,58
25082,imagenes,53
25084,audio,66
25086,spam,12
25090,spam,74
25091,spam,1
25092,imagenes,43
25096,video,75
25098,imagenes,81
25100,imagenes,76
25101,spam,88
25103,audio,37
25104,imagenes,13
25106,spam,59
25109,spam,69
25113,video,54
25114,audio,54
25118,audio,13
25119,imagenes,54
25123,video,15
25124,audio,74
25125,spam,74
25126,spam,51
25127,audio,69
25129,spam,10
25130,imagenes,32
25133,audio,84
25134,video,74
25136,video,28
25138,spam,86
25142,video,66
25144,spam,88
25145,spam,35
25147,imagenes,28
25153,audio,4
25154,video,12
25156,imagenes,83
25157,video,76
25158,video,88
25161,video,20
25165,imagenes,38
25167,spam,81
25170,audio,26
25171,audio,13
25172,imagenes,11
25175,spam,36
25176,audio,35
25177,spam,17
25178,video,57
25180,spam,70
25187,video,77
25190,imagenes,14
25192,spam,90
25193,spam,38
25194,audio,44
25197,audio,85
25198,imagenes,19
25199,imagenes,43
25200,imagenes,82
25201,audio,60
25204,video,11
25205,video,69
25207,video,25
25211,imagenes,25
25213,imagenes,70
25214,audio,32
25215,audio,62
25217,spam,2
25219,spam,70
25221,video,59
25222,audio,5
25226,audio,54
25227,video,18
25228,audio,70
25230,imagenes,27
25231,video,17
25235,imagenes,39
25237,spam,45
25239,audio,5
25241,video,28
25243,audio,32
25244,video,15
25246,video,8
25247,spam,85
25249,audio,63
25250,audio,48
25251,audio,56
25254,imagenes,1
25256,audio,38
25257,video,21
25258,imagenes,20
25259,audio,39
25263,imagenes,61
25267,video,69
25268,spam,71
25270,imagenes,8
25271,imagenes,66
25275,audio,11
25277,imagenes,83
25278,audio,66
25279,imagenes,30
25280,video,50
25284,imagenes,29
25285,video,27
25287,audio,90
25289,video,14
25291,spam,18
25292,audio,76
25295,audio,83
25297,imagenes,89
25298,spam,56
25300,spam,58
25302,audio,78
25309,video,86
25310,spam,44
25313,spam,55
25315,video,34
25317,video,77
25321,spam,72
25323,imagenes,42
25325,video,66
25326,video,46
25330,spam,78
25332,imagenes,45
25334,imagenes,6
25335,imagenes,45
25337,video,10
25338,spam,45
25339,imagenes,61
25343,video,49
25344,imagenes,80
25345,video,43
25351,imagenes,34
25352,video,25
25353,video,34
25354,spam,28
25355,imagenes,57
25356,imagenes,1
25358,video,26
25359,video,49
25362,spam,34
25363,audio,53
25364,spam,17
25368,spam,72
25369,spam,55
25370,video,25
25371,video,89
25374,audio,63
25375,audio,69
25376,video,28
25379,imagenes,19
25380,spam,63
25381,imagenes,53
25383,audio,2
25386,spam,36
25388,audio,38
25391,video,11
25392,imagenes,2
25393,audio,47
25395,audio,73
25399,imagenes,59
25400,video,56
25401,audio,72
25402,spam,56
25406,imagenes,18
25407,audio,64
25408,video,44
25411,audio,19
25413,audio,86
25414,audio,1
25415,video,54
25417,spam,10
25422,spam,14
25423,video,53
25424,video,55
25430,audio,1
25431,imagenes,28
25433,video,73
25435,imagenes,1
25437,imagenes,41
25438,audio,82
25440,audio,60
25441,imagenes,66
25443,video,55
25444,video,47
25450,audio,52
25451,video,16
25457,audio,37
25460,spam,70
25461,spam,5
25466,audio,55
25468,imagenes,9
25469,imagenes,54
25472,audio,65
25473,audio,26
25474,imagenes,26
25478,spam,75
25479,spam,23
25483,imagenes,79
25488,video,5
25490,video,3
25494,video,37
25495,video,20
25497,imagenes,35
25498,imagenes,59
25501,spam,12
25505,spam,9
25506,imagenes,48
25509,imagenes,1
25512,video,29
25513,audio,60
25514,spam,60
25516,audio,29
25519,imagenes,60
25520,audio,88
25521,audio,62
25524,video,64
25527,spam,49
25531,spam,1
25534,audio,46
25535,imagenes,39
25538,video,67
25545,video,42
25554,video,44
25556,video,75
25557,video,23
25558,video,54
25560,spam,26
25561,imagenes,29
25562,imagenes,19
25563,audio,14
25565,spam,72
25567,audio,66
25571,video,53
25573,audio,90
25575,video,51
25576,spam,9
25577,imagenes,34
25578,video,69
25579,audio,45
25580,imagenes,67
25582,audio,87
25583,video,58
25584,imagenes,83
25586,audio,62
25587,imagenes,14
25588,imagenes,30
25591,imagenes,89
25595,video,88
25597,spam,87
25598,video,27
25599,audio,40
25600,spam,26
25601,video,46
25602,imagenes,72
25604,spam,80
25605,spam,7
25606,video,25
25607,audio,73
25608,imagenes,9
25610,audio,55
25615,video,58
25616,video,2
25617,audio,76
25619,imagenes,63
25622,spam,11
25623,imagenes,70
25624,imagenes,59
25626,audio,9
25628,video,37
25632,spam,43
25633,audio,26
25634,audio,18
25636,video,78
25637,imagenes,88
25638,spam,67
25640,spam,72
25641,audio,75
25643,video,42
25645,video,33
25646,audio,11
25648,imagenes,82
25649,spam,27
25650,spam,61
25651,imagenes,29
25654,video,30
25655,audio,59
25656,audio,7
25657,video,32
25659,video,41
25660,spam,50
25661,imagenes,74
25662,spam,49
25664,video,83
25667,spam,41
25668,video,25
25669,video,5
25670,audio,50
25671,audio,65
25672,spam,49
25678,audio,58
25679,video,30
25680,imagenes,31
25681,imagenes,55
25682,audio,55
25683,imagenes,66
25687,audio,40
25692,imagenes,77
25696,audio,68
25697,video,1
25700,video,89
25702,audio,21
25703,audio,15
25706,audio,36
25707,spam,15
25708,imagenes,78
25710,video,24
25711,spam,76
25712,video,32
25713,spam,2
25714,imagenes,27
25715,audio,73
25717,video,44
25721,spam,2
25726,audio,82
25730,video,79
25732,spam,4
25734,spam,89
25735,spam,45
25736,audio,34
25737,spam,28
25740,imagenes,3
25741,spam,47
25742,spam,60
25744,audio,38
25748,imagenes,12
25750,audio,58
25751,video,8
25757,video,65
25758,video,27
25759,imagenes,39
25760,video,80
25762,audio,80
25763,audio,73
25766,audio,48
25771,audio,55
25772,audio,60
25773,video,87
25774,spam,58
25775,video,53
25778,spam,80
25780,audio,4
25781,audio,4
25782,audio,23
25783,audio,49
25784,video,20
25785,audio,65
25787,imagenes,34
25788,imagenes,44
25789,audio,3
25797,video,6
25803,imagenes,45
25807,spam,27
25809,imagenes,59
25810,spam,44
25811,imagenes,8
25813,audio,44
25816,video,78
25817,imagenes,77
25821,spam,4
25823,audio,2
25824,video,49
25826,video,72
25828,spam,7
25829,imagenes,9
25831,audio,31
25832,audio,36
25833,audio,85
25836,video,14
25838,spam,83
25840,video,34
25841,audio,70
25844,spam,51
25845,audio,7
25847,audio,57
25851,spam,84
25852,imagenes,44
25855,imagenes,79
25863,spam,8
25867,imagenes,56
25869,audio,14
25870,audio,54
25874,audio,38
25875,audio,29
25877,audio,34
25878,video,78
25879,audio,71
25880,video,46
25882,video,89
25884,video,29
25886,spam,9
25887,imagenes,70
25889,audio,57
25895,spam,45
25896,imagenes,37
25900,spam,18
25904,spam,43
25906,imagenes,69
25909,spam,62
25910,audio,89
25912,audio,44
25914,imagenes,10
25916,audio,41
25917,spam,45
25918,audio,45
25919,imagenes,4
25921,audio,62
25924,spam,39
25929,spam,3
25930,imagenes,23
25931,video,4
25936,audio,36
25942,audio,85
25943,audio,4
25944,audio,23
25948,spam,51
25949,video,43
25952,spam,85
25954,imagenes,52
25956,video,33
25957,spam,42
25961,imagenes,31
25963,imagenes,30
25967,video,30
25968,spam,8
25969,spam,59
25970,audio,85
25971,imagenes,10
25973,spam,23
25975,audio,42
25977,spam,38
25978,audio,64
25979,spam,31
25981,video,63
25982,audio,82
25983,spam,10
25984,spam,73
25990,spam,48
25991,spam,46
25995,audio,61
25996,video,32
25999,imagenes,24
26003,spam,14
26004,video,59
26005,spam,77
26006,video,78
26009,audio,15
26010,spam,48
26012,audio,6
26013,spam,56
26015,video,63
26016,imagenes,40
26017,video,49
26025,imagenes,62
26026,audio,6
26029,video,43
26030,video,49
26031,audio,71
26032,video,72
26035,imagenes,19
26037,audio,6
26041,imagenes,83
26043,imagenes,88
26047,audio,63
26049,audio,14
26050,video,24
26053,video,44
26054,imagenes,24
26056,video,2
26062,spam,2
26067,imagenes,85
26069,audio,39
26073,audio,68
26074,imagenes,70
26077,spam,54
26078,spam,71
26081,video,52
26083,imagenes,69
26085,video,87
26086,video,63
26087,video,25
26088,audio,88
26090,imagenes,51
26091,audio,62
26092,video,49
26094,video,71
26097,imagenes,29
26098,video,14
26099,audio,59
26100,spam,69
26101,imagenes,4
26102,video,18
26103,imagenes,16
26107,spam,1
26108,spam,6
26110,spam,69
26114,imagenes,25
26117,imagenes,36
26118,audio,71
26119,audio,48
26120,spam,69
26123,imagenes,61
26125,video,34
26126,audio,43
26127,video,3
26128,imagenes,46
26130,imagenes,57
26131,imagenes,88
26133,imagenes,23
26135,audio,22
26136,video,71
26137,spam,32
26138,video,7
26141,spam,57
26142,spam,72
26143,audio,78
26146,spam,19
26147,audio,38
26150,video,17
26151,audio,78
26152,audio,32
26155,video,3
26157,video,49
26163,spam,24
26164,imagenes,42
26167,spam,68
26171,spam,59
26172,video,66
26173,audio,33
26176,audio,69
26178,imagenes,24
26180,video,62
26182,imagenes,78
26184,video,23
26186,spam,78
26187,video,73
26188,audio,17
26189,audio,61
26191,video,64
26192,spam,81
26194,video,1
26196,spam,80
26197,audio,56
26198,video,65
26199,spam,63
26200,audio,18
26204,audio,81
26205,video,57
26207,audio,5
26209,audio,88
26211,audio,90
26212,audio,66
26213,spam,36
26214,imagenes,3
26216,audio,22
26220,video,87
26221,video,49
26228,audio,35
26230,audio,16
26232,imagenes,72
26235,video,86
26236,imagenes,33
26239,spam,46
26240,spam,30
26241,imagenes,38
26242,spam,61
26245,video,28
26246,spam,41
26249,video,32
26250,imagenes,30
26255,audio,10
26256,imagenes,25
26257,video,76
26258,audio,77
26260,imagenes,39
26264,spam,11
26265,spam,15
26267,audio,11
26269,spam,29
26270,video,39
26272,imagenes,70
26273,imagenes,62
26276,video,70
26296,imagenes,14
26298,imagenes,54
26299,video,19
26301,audio,52
26304,imagenes,10
26309,spam,56
26311,audio,15
26313,imagenes,40
26314,imagenes,21
26315,audio,81
26316,spam,16
26318,audio,33
26321,audio,3
26322,spam,9
26323,audio,39
26325,spam,54
26327,video,88
26331,video,27
26332,imagenes,1
26334,audio,20
26336,imagenes,80
26340,audio,37
26341,video,1
26342,imagenes,68
26343,imagenes,34
26345,spam,5
26346,audio,3
26347,spam,83
26349,video,58
26354,spam,54
26355,audio,61
26356,audio,23
26360,video,78
26361,video,47
26362,spam,82
26366,imagenes,68
26368,audio,24
26370,spam,21
26372,spam,40
26373,audio,69
26377,spam,14
26378,video,49
26381,audio,43
26383,spam,6
26384,imagenes,86
26387,video,69
26388,video,45
26390,spam,21
26391,imagenes,37
26392,video,51
26397,spam,60
26398,audio,86
26399,spam,49
26400,audio,68
26401,audio,59
26403,spam,58
26404,imagenes,6
26406,spam,27
26408,imagenes,90
26409,imagenes,5
26410,imagenes,81
26411,spam,73
26412,video,70
26418,video,46
26420,imagenes,30
26421,spam,72
26424,audio,41
26425,video,37
26427,video,54
26429,video,48
26434,imagenes,48
26436,imagenes,51
26437,audio,64
26439,video,78
26442,imagenes,90
26443,video,3
26447,spam,62
26448,video,61
26449,video,87
26450,spam,42
26451,spam,62
26457,spam,82
26462,spam,27
26463,spam,33
26468,audio,85
26470,audio,24
26471,audio,37
26475,imagenes,75
26477,video,49
26478,spam,29
26479,spam,47
26480,audio,79
26482,imagenes,48
26484,audio,73
26485,imagenes,48
26489,spam,59
26490,imagenes,61
26492,video,27
26493,video,54
26496,audio,59
26497,imagenes,76
26498,audio,20
26499,audio,76
26503,imagenes,5
26506,spam,62
26511,spam,57
26512,video,21
26513,spam,33
26514,imagenes,89
26515,audio,21
26518,video,50
26519,spam,20
26522,audio,44
26526,video,71
26527,video,48
26528,imagenes,35
26529,imagenes,44
26532,imagenes,54
26535,audio,60
26537,spam,44
26539,audio,66
26544,audio,56
26546,imagenes,44
26547,audio,41
26548,spam,78
26552,spam,66
26555,imagenes,52
26556,imagenes,22
26558,video,14
26559,video,52
26560,imagenes,31
26562,imagenes,85
26564,spam,4
26565,audio,2
26566,spam,8
26570,spam,47
26574,audio,52
26575,imagenes,82
26580,imagenes,90
26581,audio,21
26582,spam,22
26591,spam,38
26592,imagenes,57
26594,imagenes,2
26597,video,51
26598,video,27
26605,video,6
26607,imagenes,53
26611,spam,35
26613,spam,40
26615,imagenes,55
26617,spam,88
26620,imagenes,89
26624,video,28
26627,audio,82
26629,spam,16
26633,video,75
26635,imagenes,41
26637,imagenes,86
26639,audio,16
